ticket_id,created_at,category,priority,description,resolution_time_hours,satisfaction_score
1583,2025-04-14 16:30,Security,High,Received a suspicious email asking for my password,0.6,4.9
1584,2025-04-14 08:24,Security,High,Think I clicked a phishing link by accident,1.0,4.7
1585,2025-04-14 16:58,Software,High,Software freezes whenever I try to export a file,6.8,4.1
1586,2025-04-15 13:38,Account_Access,Critical,Forgot my password and self-service reset isn't working,1.1,3.7
1587,2025-04-15 18:47,Software,Low,Software freezes whenever I try to export a file,19.2,3.3
1588,2025-04-15 12:58,Security,Medium,Think I clicked a phishing link by accident,4.6,2.4
1589,2025-04-15 08:48,Software,Medium,Application keeps crashing on launch,19.1,2.5
1590,2025-04-15 17:47,Account_Access,Medium,Requesting elevated access to the deployment pipeline,5.8,3.1
1591,2025-04-15 08:01,Email,High,Outlook stuck in offline mode,2.9,3.5
1592,2025-04-15 09:18,Hardware,High,Laptop won't power on at all,10.8,4.6
1593,2025-04-15 15:02,Software,High,Application keeps crashing on launch,8.9,3.9
1594,2025-04-15 10:47,Account_Access,Low,Requesting elevated access to the deployment pipeline,5.5,3.1
1595,2025-04-15 11:44,Software,Low,Requesting install of project management tool,20.5,3.2
1596,2025-04-15 12:35,Software,Medium,Requesting install of project management tool,23.3,3.5
1597,2025-04-15 14:53,Network_VPN,Medium,Wi-Fi drops constantly in the east building,11.0,3.3
1598,2025-04-15 18:12,Account_Access,High,Forgot my password and self-service reset isn't working,2.0,4.4
1599,2025-04-15 18:32,Account_Access,Critical,Need access to the shared finance drive for a project,0.6,4.9
1600,2025-04-15 16:54,Network_VPN,Medium,VPN keeps disconnecting every few minutes,8.6,2.2
1601,2025-04-16 12:38,Network_VPN,High,Very slow network speeds on corporate Wi-Fi,1.9,3.7
1602,2025-04-16 15:22,Network_VPN,High,VPN client won't launch after latest update,2.7,4.7
1603,2025-04-16 15:10,Network_VPN,Medium,Wi-Fi drops constantly in the east building,11.7,2.8
1604,2025-04-16 17:21,Hardware,Medium,Laptop fan is extremely loud and it's overheating,41.0,3.3
1605,2025-04-16 15:52,Account_Access,Medium,Forgot my password and self-service reset isn't working,5.0,2.8
1606,2025-04-16 17:39,Printer,Low,Printer on 3rd floor is offline,4.6,2.4
1607,2025-04-16 08:24,Email,Critical,Emails to external clients are bouncing back,2.5,4.0
1608,2025-04-16 15:51,Account_Access,Low,Forgot my password and self-service reset isn't working,4.1,3.2
1609,2025-04-16 15:05,Hardware,Low,Docking station won't detect external monitor,67.2,2.3
1610,2025-04-16 17:04,Security,Critical,Think I clicked a phishing link by accident,1.6,4.3
1611,2025-04-16 15:53,Account_Access,High,Need access to the shared finance drive for a project,1.7,3.7
1612,2025-04-16 09:01,Software,Medium,Requesting install of project management tool,23.0,3.1
1613,2025-04-16 11:35,Hardware,Low,Screen cracked after laptop bag fell,27.9,3.8
1614,2025-04-16 13:27,Network_VPN,Critical,"Cannot connect to VPN, authentication failed error",2.1,4.2
1615,2025-04-16 16:04,Account_Access,Medium,Requesting elevated access to the deployment pipeline,4.2,3.0
1616,2025-04-16 08:18,Printer,Medium,Printer on 3rd floor is offline,3.1,4.9
1617,2025-04-17 17:01,Software,High,License activation error on design software,6.0,4.1
1618,2025-04-17 15:18,Hardware,Medium,Laptop fan is extremely loud and it's overheating,59.9,3.2
1619,2025-04-17 18:41,Security,High,Think I clicked a phishing link by accident,2.9,4.9
1620,2025-04-17 07:36,Account_Access,Medium,Locked out of my account after password expired,4.3,2.2
1621,2025-04-17 18:57,Software,Medium,Software freezes whenever I try to export a file,9.3,3.8
1622,2025-04-17 09:11,Printer,Low,Print jobs stuck in queue and won't clear,6.1,2.8
1623,2025-04-17 07:54,Account_Access,Low,Forgot my password and self-service reset isn't working,2.8,4.7
1624,2025-04-17 11:06,Printer,Medium,Can't add the new printer to my laptop,3.1,4.5
1625,2025-04-17 17:15,Network_VPN,Medium,VPN client won't launch after latest update,6.8,2.2
1626,2025-04-17 12:39,Network_VPN,Low,VPN client won't launch after latest update,5.8,4.2
1627,2025-04-17 13:10,Software,Low,Software freezes whenever I try to export a file,17.0,3.2
1628,2025-04-17 11:53,Network_VPN,High,"Cannot connect to VPN, authentication failed error",4.9,4.5
1629,2025-04-17 11:31,Account_Access,High,Forgot my password and self-service reset isn't working,1.8,4.0
1630,2025-04-17 09:57,Software,Medium,Application keeps crashing on launch,9.2,3.9
1631,2025-04-17 07:54,Hardware,High,Screen cracked after laptop bag fell,25.3,4.6
1632,2025-04-17 10:58,Hardware,High,Laptop won't power on at all,23.7,4.7
1633,2025-04-17 09:23,Network_VPN,Medium,Wi-Fi drops constantly in the east building,12.0,2.7
1634,2025-04-18 15:05,Account_Access,High,New hire needs accounts provisioned before start date,1.3,4.2
1635,2025-04-18 16:43,Hardware,Low,Laptop fan is extremely loud and it's overheating,35.8,4.9
1636,2025-04-18 16:42,Network_VPN,Low,VPN client won't launch after latest update,5.5,4.3
1637,2025-04-18 10:48,Email,High,Emails to external clients are bouncing back,3.2,4.0
1638,2025-04-18 15:58,Hardware,Medium,Laptop won't power on at all,35.5,4.5
1639,2025-04-18 17:20,Printer,Medium,Can't add the new printer to my laptop,5.1,2.1
1640,2025-04-18 16:34,Network_VPN,High,VPN client won't launch after latest update,2.5,4.6
1641,2025-04-18 08:33,Software,Medium,Requesting install of project management tool,13.8,3.0
1642,2025-04-18 14:50,Account_Access,Medium,Need access to the shared finance drive for a project,3.5,3.3
1643,2025-04-18 10:04,Hardware,Low,Laptop fan is extremely loud and it's overheating,66.4,2.7
1644,2025-04-18 18:52,Hardware,Medium,Screen cracked after laptop bag fell,33.3,4.0
1645,2025-04-18 17:30,Network_VPN,Medium,"Cannot connect to VPN, authentication failed error",6.8,2.2
1646,2025-04-18 07:08,Hardware,Medium,Laptop fan is extremely loud and it's overheating,64.1,2.0
1647,2025-04-18 09:03,Software,Low,Application keeps crashing on launch,16.2,3.3
1648,2025-04-18 17:01,Network_VPN,Medium,"Cannot connect to VPN, authentication failed error",7.4,3.5
1649,2025-04-18 14:55,Email,Critical,Outlook stuck in offline mode,1.5,4.4
1650,2025-04-18 09:39,Hardware,High,Battery drains fully within an hour,24.4,4.7
1651,2025-04-18 16:37,Software,Low,License activation error on design software,18.9,3.4
1652,2025-04-18 15:43,Network_VPN,Medium,Very slow network speeds on corporate Wi-Fi,5.1,3.8
1653,2025-04-18 16:02,Hardware,High,Battery drains fully within an hour,10.0,4.9
1654,2025-04-19 15:52,Hardware,Low,Laptop won't power on at all,55.8,3.4
1655,2025-04-19 15:27,Network_VPN,Medium,Very slow network speeds on corporate Wi-Fi,7.2,2.1
1656,2025-04-19 18:58,Account_Access,High,Requesting elevated access to the deployment pipeline,1.5,4.4
1657,2025-04-19 08:18,Printer,Low,Printer on 3rd floor is offline,4.1,4.6
1658,2025-04-20 07:36,Email,Medium,Not receiving any emails since this morning,3.7,4.6
1659,2025-04-20 12:26,Hardware,Low,Laptop fan is extremely loud and it's overheating,55.6,3.0
1660,2025-04-20 15:27,Account_Access,Medium,Need access to the shared finance drive for a project,4.4,2.4
1661,2025-04-20 13:35,Software,Low,Software freezes whenever I try to export a file,18.9,3.1
1662,2025-04-21 16:22,Hardware,High,Screen cracked after laptop bag fell,20.4,5.0
1663,2025-04-21 18:14,Printer,Medium,Can't add the new printer to my laptop,7.2,3.0
1664,2025-04-21 15:39,Hardware,Medium,Battery drains fully within an hour,48.6,3.2
1665,2025-04-21 08:52,Software,Low,Need Adobe Acrobat installed for contract review,23.4,2.0
1666,2025-04-21 08:38,Network_VPN,Medium,VPN client won't launch after latest update,4.8,3.8
1667,2025-04-21 11:45,Network_VPN,Critical,Very slow network speeds on corporate Wi-Fi,2.1,4.5
1668,2025-04-21 14:00,Security,Critical,Received a suspicious email asking for my password,1.6,4.5
1669,2025-04-21 15:44,Account_Access,Medium,New hire needs accounts provisioned before start date,2.3,4.4
1670,2025-04-21 09:05,Account_Access,Medium,Need access to the shared finance drive for a project,3.5,3.0
1671,2025-04-21 15:00,Security,High,My laptop is acting strange after opening an attachment,1.6,4.4
1672,2025-04-21 15:58,Printer,High,Printer on 3rd floor is offline,2.6,4.6
1673,2025-04-21 10:29,Software,Critical,License activation error on design software,2.6,4.4
1674,2025-04-21 08:32,Security,High,Received a suspicious email asking for my password,1.6,3.7
1675,2025-04-21 16:16,Account_Access,High,Locked out of my account after password expired,3.1,4.8
1676,2025-04-21 14:43,Software,Medium,Requesting install of project management tool,20.3,3.1
1677,2025-04-21 13:40,Hardware,Critical,Laptop fan is extremely loud and it's overheating,12.2,3.9
1678,2025-04-21 12:33,Printer,Medium,Print jobs stuck in queue and won't clear,4.0,4.0
1679,2025-04-21 12:04,Hardware,Medium,Screen cracked after laptop bag fell,28.8,4.5
1680,2025-04-21 11:11,Software,Medium,Application keeps crashing on launch,13.6,3.3
1681,2025-04-21 11:13,Security,High,Think I clicked a phishing link by accident,1.0,4.6
1682,2025-04-21 08:58,Account_Access,High,Need access to the shared finance drive for a project,1.5,4.7
1683,2025-04-21 07:54,Network_VPN,High,Very slow network speeds on corporate Wi-Fi,5.2,4.3
1684,2025-04-21 16:55,Hardware,Medium,Laptop fan is extremely loud and it's overheating,67.2,3.3
1685,2025-04-21 10:48,Account_Access,Critical,Need access to the shared finance drive for a project,1.8,3.9
1686,2025-04-21 07:32,Software,Medium,Need Adobe Acrobat installed for contract review,14.7,3.4
1687,2025-04-21 12:44,Account_Access,Medium,Need access to the shared finance drive for a project,2.6,4.3
1688,2025-04-21 11:11,Network_VPN,Medium,"Cannot connect to VPN, authentication failed error",5.1,4.0
1689,2025-04-21 09:31,Hardware,Medium,Battery drains fully within an hour,70.0,2.5
1690,2025-04-21 11:28,Hardware,High,Docking station won't detect external monitor,16.7,4.8
1691,2025-04-21 18:17,Network_VPN,Critical,"Cannot connect to VPN, authentication failed error",2.9,4.7
1692,2025-04-21 18:09,Printer,High,Can't add the new printer to my laptop,1.2,4.7
1693,2025-04-21 17:33,Hardware,Medium,Laptop won't power on at all,48.2,3.5
1694,2025-04-22 13:06,Printer,Low,Can't add the new printer to my laptop,5.7,2.9
1695,2025-04-22 08:28,Software,Low,Need Adobe Acrobat installed for contract review,12.0,4.8
1696,2025-04-22 11:22,Printer,Low,Printer is printing blank pages,5.7,3.4
1697,2025-04-22 16:36,Network_VPN,Medium,VPN keeps disconnecting every few minutes,9.5,2.9
1698,2025-04-22 17:32,Software,Low,Software freezes whenever I try to export a file,20.5,2.5
1699,2025-04-22 17:09,Hardware,Critical,Docking station won't detect external monitor,10.5,3.9
1700,2025-04-22 08:05,Email,Medium,Outlook stuck in offline mode,7.6,2.6
1701,2025-04-22 16:41,Network_VPN,Medium,"Cannot connect to VPN, authentication failed error",9.3,3.1
1702,2025-04-22 15:28,Hardware,High,Docking station won't detect external monitor,35.9,4.6
1703,2025-04-22 11:47,Hardware,Critical,Battery drains fully within an hour,6.1,3.9
1704,2025-04-22 14:35,Software,Low,Need Adobe Acrobat installed for contract review,14.3,2.1
1705,2025-04-22 16:09,Network_VPN,Medium,Very slow network speeds on corporate Wi-Fi,12.0,2.2
1706,2025-04-22 17:08,Network_VPN,Medium,Very slow network speeds on corporate Wi-Fi,6.2,3.9
1707,2025-04-22 12:55,Network_VPN,Low,"Cannot connect to VPN, authentication failed error",9.4,3.3
1708,2025-04-22 18:34,Hardware,Critical,Laptop fan is extremely loud and it's overheating,13.3,3.7
1709,2025-04-22 13:33,Network_VPN,Medium,VPN client won't launch after latest update,10.1,3.3
1710,2025-04-22 08:28,Software,Medium,Software freezes whenever I try to export a file,13.5,2.8
1711,2025-04-22 09:22,Account_Access,Medium,Requesting elevated access to the deployment pipeline,3.3,2.0
1712,2025-04-22 14:19,Account_Access,Low,New hire needs accounts provisioned before start date,5.7,3.4
1713,2025-04-22 15:23,Network_VPN,High,Very slow network speeds on corporate Wi-Fi,4.3,4.7
1714,2025-04-22 17:24,Network_VPN,Medium,VPN client won't launch after latest update,6.2,4.6
1715,2025-04-22 16:51,Email,Medium,Emails to external clients are bouncing back,6.4,2.4
1716,2025-04-22 13:12,Software,Low,License activation error on design software,19.9,3.2
1717,2025-04-22 14:17,Email,Low,Emails to external clients are bouncing back,4.4,4.2
1718,2025-04-22 15:01,Software,Low,Requesting install of project management tool,8.2,3.6
1719,2025-04-23 10:05,Security,High,Antivirus is flagging a file I downloaded,2.5,4.6
1720,2025-04-23 14:23,Network_VPN,Medium,Very slow network speeds on corporate Wi-Fi,7.5,3.2
1721,2025-04-23 07:17,Hardware,Medium,Laptop won't power on at all,64.6,3.4
1722,2025-04-23 11:52,Printer,Medium,Printer on 3rd floor is offline,3.7,4.8
1723,2025-04-23 14:15,Hardware,Medium,Laptop won't power on at all,61.0,2.4
1724,2025-04-23 17:13,Printer,Low,Printer on 3rd floor is offline,6.6,2.1
1725,2025-04-23 18:59,Hardware,Critical,Screen cracked after laptop bag fell,6.7,4.6
1726,2025-04-23 07:55,Hardware,Medium,Laptop won't power on at all,54.8,2.3
1727,2025-04-23 11:37,Software,Low,Need Adobe Acrobat installed for contract review,14.9,2.0
1728,2025-04-23 14:44,Network_VPN,Low,"Cannot connect to VPN, authentication failed error",4.6,4.7
1729,2025-04-23 17:39,Software,High,License activation error on design software,3.9,4.2
1730,2025-04-23 08:08,Account_Access,Low,Locked out of my account after password expired,4.6,3.1
1731,2025-04-23 14:46,Hardware,Critical,Screen cracked after laptop bag fell,17.4,4.6
1732,2025-04-24 14:45,Network_VPN,Medium,Very slow network speeds on corporate Wi-Fi,5.3,4.8
1733,2025-04-24 15:22,Hardware,High,Screen cracked after laptop bag fell,20.7,4.4
1734,2025-04-24 15:10,Account_Access,Medium,Requesting elevated access to the deployment pipeline,5.4,3.4
1735,2025-04-24 14:00,Network_VPN,Medium,"Cannot connect to VPN, authentication failed error",10.6,2.8
1736,2025-04-24 12:49,Printer,Medium,Can't add the new printer to my laptop,7.4,2.9
1737,2025-04-24 13:12,Software,Medium,License activation error on design software,18.5,2.8
1738,2025-04-24 13:41,Hardware,High,Docking station won't detect external monitor,9.2,3.9
1739,2025-04-24 09:11,Account_Access,Medium,Locked out of my account after password expired,2.4,4.8
1740,2025-04-24 17:53,Email,Low,Emails to external clients are bouncing back,4.9,3.5
1741,2025-04-24 12:14,Hardware,High,Docking station won't detect external monitor,27.8,3.9
1742,2025-04-24 08:29,Software,Low,Need Adobe Acrobat installed for contract review,22.7,3.0
1743,2025-04-24 12:50,Printer,Low,Printer on 3rd floor is offline,6.7,3.3
1744,2025-04-24 11:04,Software,Low,Software freezes whenever I try to export a file,8.6,3.6
1745,2025-04-24 10:33,Security,Medium,Received a suspicious email asking for my password,3.0,4.1
1746,2025-04-25 17:36,Software,Medium,Application keeps crashing on launch,16.9,3.1
1747,2025-04-25 09:35,Account_Access,High,Requesting elevated access to the deployment pipeline,1.7,3.7
1748,2025-04-25 12:57,Hardware,High,Screen cracked after laptop bag fell,22.2,4.4
1749,2025-04-25 18:20,Account_Access,High,Forgot my password and self-service reset isn't working,1.6,4.4
1750,2025-04-25 18:16,Software,Medium,Software freezes whenever I try to export a file,13.9,2.8
1751,2025-04-25 11:38,Account_Access,Medium,Requesting elevated access to the deployment pipeline,3.7,3.1
1752,2025-04-25 10:13,Network_VPN,Critical,"Cannot connect to VPN, authentication failed error",1.8,4.0
1753,2025-04-25 15:32,Email,High,"Mailbox full, can't send or receive email",5.2,4.7
1754,2025-04-25 09:16,Software,Low,Software freezes whenever I try to export a file,8.5,4.0
1755,2025-04-25 16:25,Account_Access,Medium,New hire needs accounts provisioned before start date,3.1,4.0
1756,2025-04-25 09:31,Software,Medium,Application keeps crashing on launch,19.5,3.2
1757,2025-04-25 16:24,Email,Medium,"Mailbox full, can't send or receive email",5.6,3.1
1758,2025-04-25 13:26,Network_VPN,Critical,VPN keeps disconnecting every few minutes,1.9,4.8
1759,2025-04-25 16:59,Security,Critical,Received a suspicious email asking for my password,0.8,4.5
1760,2025-04-25 16:09,Network_VPN,Low,Very slow network speeds on corporate Wi-Fi,8.3,2.5
1761,2025-04-26 14:48,Hardware,Medium,Battery drains fully within an hour,56.5,3.5
1762,2025-04-26 09:08,Software,Low,Software freezes whenever I try to export a file,14.9,3.2
1763,2025-04-27 13:32,Network_VPN,High,VPN client won't launch after latest update,4.0,3.9
1764,2025-04-27 13:41,Hardware,High,Battery drains fully within an hour,20.4,3.8
1765,2025-04-28 11:49,Network_VPN,Critical,VPN client won't launch after latest update,2.4,3.9
1766,2025-04-28 12:12,Hardware,Low,Laptop fan is extremely loud and it's overheating,56.4,2.6
1767,2025-04-28 12:39,Account_Access,Medium,New hire needs accounts provisioned before start date,5.1,2.3
1768,2025-04-28 10:12,Email,High,Not receiving any emails since this morning,3.0,4.9
1769,2025-04-28 07:15,Software,High,Application keeps crashing on launch,10.8,3.7
1770,2025-04-28 18:51,Security,Critical,Think I clicked a phishing link by accident,1.6,3.5
1771,2025-04-28 10:13,Network_VPN,Medium,Very slow network speeds on corporate Wi-Fi,6.9,3.1
1772,2025-04-28 18:44,Hardware,High,Screen cracked after laptop bag fell,25.2,5.0
1773,2025-04-28 09:03,Software,Medium,Requesting install of project management tool,18.6,2.1
1774,2025-04-28 08:24,Account_Access,Medium,New hire needs accounts provisioned before start date,3.9,3.4
1775,2025-04-28 17:24,Software,High,License activation error on design software,1.2,4.8
1776,2025-04-28 14:55,Account_Access,Medium,Requesting elevated access to the deployment pipeline,4.9,3.4
1777,2025-04-28 18:01,Software,Low,Need Adobe Acrobat installed for contract review,16.0,2.7
1778,2025-04-28 07:22,Network_VPN,Medium,VPN client won't launch after latest update,8.1,3.1
1779,2025-04-28 15:17,Software,Medium,License activation error on design software,11.7,5.0
1780,2025-04-28 07:35,Email,High,Outlook stuck in offline mode,5.0,4.7
1781,2025-04-28 08:46,Security,Medium,Think I clicked a phishing link by accident,5.6,3.0
1782,2025-04-28 16:09,Hardware,Critical,Laptop fan is extremely loud and it's overheating,15.7,4.1
1783,2025-04-28 10:41,Hardware,Critical,Screen cracked after laptop bag fell,9.6,4.3
1784,2025-04-28 18:45,Network_VPN,High,VPN client won't launch after latest update,2.1,3.7
1785,2025-04-28 17:59,Email,Medium,Emails to external clients are bouncing back,9.4,3.2
1786,2025-04-28 08:11,Software,Medium,Application keeps crashing on launch,16.9,3.4
1787,2025-04-28 13:26,Account_Access,High,Need access to the shared finance drive for a project,2.6,4.8
1788,2025-04-28 07:48,Account_Access,Low,Forgot my password and self-service reset isn't working,2.9,3.7
1789,2025-04-28 10:43,Security,High,Antivirus is flagging a file I downloaded,2.2,4.4
1790,2025-04-28 16:30,Network_VPN,High,VPN keeps disconnecting every few minutes,3.6,4.3
1791,2025-04-28 09:12,Printer,Low,Printer is printing blank pages,4.8,2.7
1792,2025-04-28 13:14,Account_Access,High,Requesting elevated access to the deployment pipeline,0.5,3.9
1793,2025-04-28 14:55,Printer,Medium,Print jobs stuck in queue and won't clear,3.1,4.9
1794,2025-04-28 07:38,Software,High,License activation error on design software,11.2,4.1
1795,2025-04-28 16:38,Printer,Medium,Can't add the new printer to my laptop,4.8,3.4
1796,2025-04-28 07:56,Hardware,High,Laptop won't power on at all,19.4,4.7
1797,2025-04-28 17:03,Security,Critical,My laptop is acting strange after opening an attachment,0.6,4.1
1798,2025-04-29 09:27,Account_Access,High,Requesting elevated access to the deployment pipeline,2.6,3.9
1799,2025-04-29 17:28,Account_Access,Medium,Locked out of my account after password expired,5.6,2.7
1800,2025-04-29 18:34,Network_VPN,Low,VPN client won't launch after latest update,10.3,3.4
1801,2025-04-29 18:57,Network_VPN,Medium,Very slow network speeds on corporate Wi-Fi,4.5,4.2
1802,2025-04-29 18:50,Account_Access,Low,Requesting elevated access to the deployment pipeline,3.4,3.0
1803,2025-04-29 08:33,Network_VPN,Low,VPN keeps disconnecting every few minutes,9.7,3.0
1804,2025-04-29 07:49,Software,Medium,Software freezes whenever I try to export a file,10.5,4.3
1805,2025-04-29 09:11,Network_VPN,Medium,Wi-Fi drops constantly in the east building,9.4,2.2
1806,2025-04-29 14:18,Printer,Low,Printer on 3rd floor is offline,4.4,3.2
1807,2025-04-29 11:00,Software,High,Need Adobe Acrobat installed for contract review,12.0,3.5
1808,2025-04-29 10:13,Hardware,High,Docking station won't detect external monitor,4.2,4.8
1809,2025-04-29 07:15,Software,Medium,Requesting install of project management tool,15.0,2.9
1810,2025-04-29 07:11,Email,High,Outlook stuck in offline mode,3.5,4.7
1811,2025-04-29 16:19,Network_VPN,Low,Wi-Fi drops constantly in the east building,10.9,3.0
1812,2025-04-30 11:39,Security,Medium,Received a suspicious email asking for my password,6.0,2.2
1813,2025-04-30 18:37,Software,Medium,Software freezes whenever I try to export a file,17.0,3.4
1814,2025-04-30 13:52,Account_Access,Low,Locked out of my account after password expired,3.3,2.6
1815,2025-04-30 08:44,Network_VPN,High,Very slow network speeds on corporate Wi-Fi,1.4,4.2
1816,2025-04-30 16:03,Email,Medium,Outlook stuck in offline mode,7.0,3.0
1817,2025-04-30 18:18,Network_VPN,Critical,VPN client won't launch after latest update,2.3,4.5
1818,2025-04-30 09:39,Hardware,Medium,Screen cracked after laptop bag fell,51.8,2.9
1819,2025-04-30 16:14,Software,Medium,Software freezes whenever I try to export a file,15.9,3.2
1820,2025-04-30 08:47,Software,Low,Application keeps crashing on launch,8.3,4.4
1821,2025-04-30 17:13,Email,Medium,Not receiving any emails since this morning,5.8,2.8
1822,2025-04-30 11:32,Network_VPN,High,"Cannot connect to VPN, authentication failed error",2.4,3.6
1823,2025-04-30 16:39,Hardware,Medium,Laptop won't power on at all,40.3,2.6
1824,2025-04-30 14:58,Security,Medium,Think I clicked a phishing link by accident,5.4,3.4
1825,2025-04-30 15:57,Hardware,High,Laptop won't power on at all,20.4,4.4
1826,2025-04-30 16:46,Account_Access,High,Requesting elevated access to the deployment pipeline,0.7,4.3
1827,2025-04-30 12:04,Software,Medium,Software freezes whenever I try to export a file,11.3,4.5
1828,2025-04-30 15:53,Security,Critical,Antivirus is flagging a file I downloaded,1.0,4.1
1829,2025-04-30 11:45,Network_VPN,Medium,VPN client won't launch after latest update,8.9,3.3
1830,2025-05-01 14:53,Software,Medium,License activation error on design software,15.9,2.4
1831,2025-05-01 07:49,Security,High,Think I clicked a phishing link by accident,1.0,4.1
1832,2025-05-01 15:09,Account_Access,Medium,Locked out of my account after password expired,2.2,4.2
1833,2025-05-01 09:49,Network_VPN,High,Very slow network speeds on corporate Wi-Fi,3.9,4.7
1834,2025-05-01 15:07,Email,Medium,Emails to external clients are bouncing back,3.9,4.1
1835,2025-05-01 14:56,Network_VPN,High,VPN keeps disconnecting every few minutes,4.3,3.6
1836,2025-05-01 11:40,Network_VPN,High,VPN client won't launch after latest update,5.1,3.5
1837,2025-05-01 14:42,Email,Medium,Outlook stuck in offline mode,5.5,4.3
1838,2025-05-01 15:32,Network_VPN,Medium,"Cannot connect to VPN, authentication failed error",5.2,4.9
1839,2025-05-01 18:51,Network_VPN,Medium,VPN client won't launch after latest update,6.8,2.2
1840,2025-05-01 15:28,Account_Access,Low,Need access to the shared finance drive for a project,3.3,3.3
1841,2025-05-01 07:05,Network_VPN,Medium,VPN keeps disconnecting every few minutes,9.5,2.2
1842,2025-05-01 18:44,Hardware,High,Battery drains fully within an hour,34.3,4.4
1843,2025-05-01 17:51,Hardware,Medium,Screen cracked after laptop bag fell,63.3,3.1
1844,2025-05-01 18:29,Hardware,High,Docking station won't detect external monitor,7.2,4.7
1845,2025-05-01 10:14,Network_VPN,High,Wi-Fi drops constantly in the east building,4.9,4.2
1846,2025-05-01 17:21,Network_VPN,Medium,VPN client won't launch after latest update,7.1,2.3
1847,2025-05-01 12:30,Printer,Medium,Printer is printing blank pages,2.9,4.2
1848,2025-05-02 08:25,Email,High,Outlook stuck in offline mode,3.7,3.7
1849,2025-05-02 15:29,Email,Medium,"Mailbox full, can't send or receive email",7.8,3.2
1850,2025-05-02 14:24,Hardware,Medium,Docking station won't detect external monitor,36.0,3.7
1851,2025-05-02 13:36,Network_VPN,High,"Cannot connect to VPN, authentication failed error",4.3,4.7
1852,2025-05-02 18:36,Printer,Low,Print jobs stuck in queue and won't clear,6.3,3.1
1853,2025-05-02 14:11,Email,Medium,"Mailbox full, can't send or receive email",6.6,2.8
1854,2025-05-02 13:20,Account_Access,Low,Requesting elevated access to the deployment pipeline,2.6,4.7
1855,2025-05-02 17:51,Hardware,Low,Laptop won't power on at all,63.3,3.3
1856,2025-05-02 16:36,Network_VPN,High,"Cannot connect to VPN, authentication failed error",3.5,3.9
1857,2025-05-02 17:19,Hardware,High,Battery drains fully within an hour,14.8,4.4
1858,2025-05-02 16:00,Email,High,Not receiving any emails since this morning,5.1,5.0
1859,2025-05-02 12:57,Software,Medium,Software freezes whenever I try to export a file,10.0,3.9
1860,2025-05-02 08:55,Hardware,Low,Laptop won't power on at all,51.1,3.5
1861,2025-05-02 12:45,Account_Access,Medium,Locked out of my account after password expired,4.9,2.6
1862,2025-05-02 09:12,Hardware,Medium,Docking station won't detect external monitor,34.5,3.8
1863,2025-05-02 17:08,Software,High,License activation error on design software,2.8,5.0
1864,2025-05-02 17:27,Network_VPN,High,VPN keeps disconnecting every few minutes,1.8,4.8
1865,2025-05-02 14:57,Security,Medium,Think I clicked a phishing link by accident,4.6,2.6
1866,2025-05-02 14:24,Printer,Medium,Can't add the new printer to my laptop,5.1,2.6
1867,2025-05-02 18:15,Account_Access,Medium,Need access to the shared finance drive for a project,2.2,4.2
1868,2025-05-02 07:36,Printer,Low,Printer is printing blank pages,5.6,2.6
1869,2025-05-02 09:46,Hardware,Medium,Screen cracked after laptop bag fell,47.3,3.0
1870,2025-05-03 08:15,Security,High,Antivirus is flagging a file I downloaded,0.7,4.8
1871,2025-05-03 16:03,Hardware,High,Laptop won't power on at all,22.3,4.4
1872,2025-05-03 18:21,Email,Medium,"Mailbox full, can't send or receive email",6.9,2.7
1873,2025-05-03 18:19,Hardware,Medium,Screen cracked after laptop bag fell,26.1,4.9
1874,2025-05-04 11:51,Account_Access,Medium,Requesting elevated access to the deployment pipeline,4.4,3.0
1875,2025-05-04 11:16,Printer,Low,Printer on 3rd floor is offline,3.2,4.3
1876,2025-05-04 16:11,Network_VPN,Medium,Wi-Fi drops constantly in the east building,6.3,4.6
1877,2025-05-04 18:15,Email,High,Emails to external clients are bouncing back,2.7,3.8
1878,2025-05-05 09:38,Network_VPN,High,VPN client won't launch after latest update,2.9,3.6
1879,2025-05-05 13:15,Security,Critical,Think I clicked a phishing link by accident,1.5,4.1
1880,2025-05-05 17:16,Software,Low,Application keeps crashing on launch,19.7,2.5
1881,2025-05-05 14:47,Printer,Low,Printer on 3rd floor is offline,5.2,2.7
1882,2025-05-05 09:33,Security,High,Think I clicked a phishing link by accident,2.4,4.2
1883,2025-05-05 12:33,Email,Medium,"Mailbox full, can't send or receive email",8.7,2.6
1884,2025-05-05 13:39,Software,Low,Need Adobe Acrobat installed for contract review,16.5,2.5
1885,2025-05-05 17:37,Email,Medium,Outlook stuck in offline mode,5.4,3.6
1886,2025-05-05 12:43,Hardware,High,Battery drains fully within an hour,24.0,3.8
1887,2025-05-05 08:00,Software,Medium,Application keeps crashing on launch,8.1,3.5
1888,2025-05-05 11:16,Hardware,Medium,Laptop fan is extremely loud and it's overheating,45.6,2.3
1889,2025-05-05 10:38,Network_VPN,High,VPN keeps disconnecting every few minutes,1.3,4.4
1890,2025-05-05 17:36,Software,Low,Need Adobe Acrobat installed for contract review,17.6,2.6
1891,2025-05-05 14:42,Printer,High,Print jobs stuck in queue and won't clear,3.1,3.9
1892,2025-05-05 17:49,Security,Critical,My laptop is acting strange after opening an attachment,0.9,4.1
1893,2025-05-05 13:24,Printer,Low,Printer is printing blank pages,3.1,4.7
